"Generated_ID","Gender","Ethnicity","school","class_year","AVID","EL","SPED","Starr_Hill_24","total_score","total_percentile","SE_subscore","SE_percentile","OE_subscore","OE_percentile","SE1","SE2","SE3","SE4","SE5","SE6","SE7","SE8","SE9","SE10","SE11","OE1","OE2","OE3","OE4","OE5","OE6","OE7","OE8","OE9","OE10","Occupation_1","Occupation_2","Occupation_3"
"8608A58C","M","MR","School E",2030,"No","No","No","No",89,86.16,49,90.71000000000001,40,77.46,4,4,5,5,5,4,4,5,4,5,4,4,5,4,5,5,3,3,3,4,4,"Graphic Designer","Electrical Engineer.","Architect"
"DEA2A48C","M","MR","School E",2030,"No","No","No","No",82,63.839999999999996,44,72.13000000000001,38,59.08,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,"finance","engineering","content creator"
"8773A57F","M","WH","School E",2030,"No","No","No","No",94,92.07,51,94.67,43,88.21,5,5,5,4,5,5,5,5,5,5,2,3,5,5,4,4,5,4,3,5,5,"Business owner","Automotive Engineer","Aerospace Engineer"
"00F5D0F0","M","WH","School E",2030,"No","No","No","No",79,52.35999999999999,48,88.92999999999999,31,16.02,5,5,4,4,5,5,1,5,4,5,5,4,4,5,4,4,2,2,2,2,2,"i dont know","i dont know","homeless"
"AFE7525B","F","WH","School E",2030,"No","No","No","No",74,30.53,38,24.45,36,45.01,4,3,3,4,3,4,3,4,3,3,4,3,4,4,3,4,4,3,3,4,4,"Photographer or wildlife rehabilitator","I will probably just find some part time jobs until I pursue my career","figure something out."
"52849195","M","WH","School E",2030,"No","No","No","No",73,26.77,37,18.72,36,45.01,4,3,4,5,3,3,2,5,3,4,1,4,4,5,3,4,4,2,2,4,4,"Graphic designer","I'm not sure","I'm not sure either"
"22AF3F47","F","AS","School E",2030,"No","No","No","Yes",98,95.97,53,97.61,45,93.13,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,"Lawyer","Scientist","Engineer"
"3E460163","F","WH","School F",2030,"No","No","No","No",93,90.96,52,96.11,41,81.97,5,4,4,5,5,5,5,5,5,5,4,3,1,5,5,4,5,5,5,4,4,"delivery nurse","vet","nicu nurse"
"CA847995","F","WH","School E",2030,"No","No","No","No",77,43.53,44,72.13000000000001,33,24.62,4,5,5,4,3,4,3,5,5,4,2,3,4,5,4,4,2,1,2,3,5,"Architect","Animator??????","Web designer"
"CFA996CD","M","MR","School E",2030,"No","No","No","No",68,14.26,39,29.99,29,6.17,4,3,4,4,4,3,3,4,3,4,3,4,4,4,3,3,2,2,2,2,3,"I will work at dads business.","a tour guide?","Plumer?"
"ABF2EDE0","F","WH","School E",2030,"No","No","Yes","No",71,21.21,38,24.45,33,24.62,3,3,4,3,3,4,3,4,3,3,5,3,3,3,3,4,2,4,3,4,4,"good actor?","freeloader","dead person"
"F9829B7A","M","WH","School E",2030,"No","No","No","No",82,63.839999999999996,47,85.66,35,36.480000000000004,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,4,2,2,2,4,4,"robotics","I don't know","I don't know"
"A4550EB0","M","WH","School E",2030,"No","No","No","No",80,56.54,41,45.56,39,65.12,4,4,3,3,4,4,3,4,5,4,3,4,4,5,4,5,3,3,3,3,5,"I don't know what I want to be.","I don't know what I want to be.","I don't know what I want to be."
"DA7BF7D6","M","WH","School E",2030,"No","No","No","No",95,93.60000000000001,50,92.75999999999999,45,93.13,5,5,5,5,4,4,3,5,5,5,4,4,4,5,5,4,5,4,4,5,5,"astrophysics","astronmer","Rocket engineer"
"58C5F6B1","M","AS","School E",2030,"No","No","No","No",83,67.80000000000001,43,62.019999999999996,40,77.46,4,5,4,4,5,5,3,4,4,3,2,4,5,4,5,5,3,3,3,4,4,"Astronomer","Aerospace Engineer","astrophysicist"
"EE97C8A8","F","AS","School E",2030,"No","No","No","No",67,12.31,32,4.78,35,36.480000000000004,3,2,2,2,3,2,5,3,4,4,2,4,4,4,4,3,3,3,2,4,4,"forensic scientist","Author","Therapist"
"9BDFD414","M","MR","School E",2030,"No","No","No","No",81,60.150000000000006,45,78.55,36,45.01,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,4,"mechanical engineering","scientist","actor"
"CFFE76B8","M","WH","School B",2029,"No","No","No","No",64,8.21,35,12.36,29,6.17,4,2,3,3,4,3,3,3,3,4,3,3,4,4,3,3,2,2,2,3,3,"Doctor?","work part time jobs?","I'm not sure"
"898B98F4","F","WH","School C",2030,"No","No","No","No",91,88.73,47,85.66,44,90.64,4,5,5,4,4,5,4,5,3,4,4,5,5,5,5,5,4,3,3,4,5,"Professional Swimmer, or something to do with investing.","Doctor","Create a buisness"
"1B243B4F","M","WH","School C",2030,"No","No","No","No",70,18.29,37,18.72,33,24.62,3,3,3,3,3,4,4,4,4,3,3,3,3,4,4,3,1,4,5,3,3,"idk","idk","idk"
"4F27FA67","F","WH","School C",2030,"No","No","No","No",90,87.9,48,88.92999999999999,42,85.58,5,5,5,5,2,5,3,4,4,5,5,4,5,4,5,4,4,4,4,4,4,"Computer Sciences","marketer","accountant"
"AFE0D51C","M","WH","School C",2030,"No","No","No","No",62,5.08,36,14.82,26,2.5,3,4,4,3,3,3,4,4,3,2,3,3,4,1,3,3,3,2,2,3,2,"soccer player","a saxophone player in a band","basketball player"
"C36AD222","M","WH","School C",2030,"No","No","No","No",78,47.77,39,29.99,39,65.12,4,1,4,5,5,4,2,5,3,4,2,3,4,4,4,4,4,4,4,4,4,"Media person for a sports team","trash guy","homeless"
"4336BCB9","F","HL","School C",2030,"No","No","No","No",100,97.15,51,94.67,49,97.5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,"vet","business owner","teacher"
"78076D5E","F","WH","School C",2030,"No","No","No","No",84,74.83,44,72.13000000000001,40,77.46,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Mother","Teacher","Librarian"
"63F1FB1B","F","WH","School C",2030,"No","No","No","No",72,23.919999999999998,40,36.95,32,19.900000000000002,3,4,4,3,4,3,3,4,3,4,5,3,4,3,4,4,3,2,2,3,4,"Nurse for the NICU in UVA","someone to do with something related to space","or a nurse on the IV team"
"FC166D46","M","WH","School C",2030,"No","No","No","No",81,60.150000000000006,46,82.50999999999999,35,36.480000000000004,3,4,4,5,5,4,3,5,4,5,4,3,4,5,4,4,3,2,2,4,4,"An Announcer or Pro Cross Country Runner","News Reporter","Biologist"
"F3AEDBB6","M","WH","School C",2030,"No","No","No","No",62,5.08,28,1.6400000000000001,34,30.03,3,4,5,3,4,2,1,3,1,1,1,1,1,1,3,5,3,5,5,5,5,"idk","idk","idk"
"761419B7","F","WH","School C",2030,"No","No","No","No",75,34.839999999999996,38,24.45,37,51.800000000000004,4,3,2,2,4,4,3,4,4,4,4,2,4,4,4,5,3,4,3,4,4,"pastor","vet","marine bioligist"
"1EBAED45","F","WH","School C",2030,"No","No","No","No",77,43.53,38,24.45,39,65.12,4,3,4,3,4,3,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,"teacher","vet","makeup artist"
"5114343E","M","WH","School C",2030,"No","No","No","No",82,63.839999999999996,46,82.50999999999999,36,45.01,4,4,2,4,4,5,4,4,5,5,5,3,4,5,4,5,2,3,1,4,5,"Cardiovascular Surgeon","Lawyer","Entrepreneur"
"E46BE0AD","M","WH","School C",2030,"No","No","No","No",63,7.090000000000001,36,14.82,27,2.98,3,4,3,4,3,4,2,4,3,4,2,4,4,2,3,3,2,2,2,2,3,"fast food","worker at a store","pro gamer"
"C1511461","F","WH","School A",2030,"No","No","No","No",80,56.54,42,53.55,38,59.08,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,"doctor","idk","bro shut the"
"C0415C04","M","WH","School D",2030,"No","No","No","No",73,26.77,37,18.72,36,45.01,4,4,4,4,2,4,1,4,3,3,4,2,5,5,3,4,3,3,2,4,5,"Professional basketball player. G - League / overseas.","Commercial fisherman","A normal job like, working at a restraunt"
"2D2F47FA","M","WH","School D",2030,"No","No","No","No",92,89.5,51,94.67,41,81.97,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5,4,3,3,3,4,4,"(:","(:","(:"
"BE053015","F","WH","School D",2030,"No","No","No","No",79,52.35999999999999,42,53.55,37,51.800000000000004,4,4,5,4,3,3,4,4,4,4,3,5,4,5,4,4,2,3,2,4,4,"i don't know","i dont know","i dont know"
"1BB739E8","F","WH","School D",2030,"No","No","No","No",88,84.77,47,85.66,41,81.97,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,3,4,5,5,"I intend to be a lawyer for my occupation.","If I cannot be that, I intend to be a therapist.","Teacher"
"4EE422C6","M","WH","School D",2030,"No","No","No","No",83,67.80000000000001,45,78.55,38,59.08,3,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,"Basketball player","business man","Water slide tester"
"E6639E6D","M","WH","School D",2030,"No","No","No","No",,,38,24.45,,,3,4,3,2,4,3,3,4,4,4,4,4,4,4,4,,,,,,,,,
"EE477343","F","WH","School D",2030,"No","No","No","No",84,74.83,45,78.55,39,65.12,5,4,4,5,3,4,3,5,4,5,3,4,5,3,4,3,4,5,4,3,4,"I intend to be a Marine Biologist for my occupation.","If I cannot be that, I intend to be a college professor","If I cannot be either of those, I intend to be a Teacher."
"1DBF203E","M","WH","School C",2030,"No","No","No","No",76,38.87,45,78.55,31,16.02,5,3,4,4,5,4,4,5,3,5,3,5,5,2,4,4,1,2,2,2,4,"fortnite pro","reality agent","a McDonalds cashier"
"586DEE12","F","MR","School D",2030,"No","No","No","No",80,56.54,41,45.56,39,65.12,3,4,3,4,5,2,4,5,3,5,3,4,5,4,4,4,3,4,2,4,5,"artist","animator","writer"
"2F9D33F0","M","WH","School D",2030,"No","No","No","No",76,38.87,42,53.55,34,30.03,4,3,4,4,3,3,5,4,4,4,4,4,4,3,3,4,3,3,3,3,4,"Doctor","Author/Animator","Whatever options I have left"
"D44F445F","M","WH","School D",2030,"No","No","No","No",79,52.35999999999999,42,53.55,37,51.800000000000004,3,4,4,3,3,5,5,4,4,4,3,4,4,3,3,4,4,4,3,4,4,"Voice Actor (that doesn't show themself)","Actor that does show themself??","teacher :)"
"EF594BCE","M","WH","School C",2030,"No","No","No","No",82,63.839999999999996,42,53.55,40,77.46,4,4,4,3,4,4,4,5,3,4,3,4,4,5,2,4,4,5,3,4,5,"athlete","game desinger","sports coach"
"9D90BD2B","F","WH","School C",2030,"No","No","No","No",83,67.80000000000001,45,78.55,38,59.08,4,3,5,4,3,4,5,5,4,5,3,5,4,5,4,4,3,3,2,4,4,"Teacher","Someone on broadway","Dog trainer"
"35053AC4","F","BL","School B",2030,"No","No","No","No",82,63.839999999999996,43,62.019999999999996,39,65.12,4,3,4,4,4,4,4,5,4,3,4,4,4,3,3,4,5,4,3,4,5,"idk","idk","idkkkkkkkkkkkkk"
"AD99FBD0","M","WH","School A",2030,"No","No","Yes","No",79,52.35999999999999,41,45.56,38,59.08,3,3,4,4,4,4,5,4,4,3,3,4,5,4,4,4,4,3,2,4,4,"vet (animal helper)","canes worker","teacher"
"9EF2E739","F","WH","School D",2030,"No","No","No","No",84,74.83,44,72.13000000000001,40,77.46,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Artist","Youtuber","Teacher"
"A10108B3","F","WH","School C",2030,"No","No","No","No",84,74.83,43,62.019999999999996,41,81.97,5,4,4,3,5,5,4,4,4,3,2,5,4,3,5,5,4,3,3,5,4,"some kind of performer","fashion designer","hair stylist/cutter (or anything that i will actually have fun doing, and not be completely bored with my life)"
"46422F27","M","WH","School C",2030,"No","No","No","No",73,26.77,39,29.99,34,30.03,3,4,3,2,4,4,4,4,3,4,4,4,3,5,4,4,3,2,2,3,4,"chef","zoo keeper","marine biologist"
"4D3B18D3","F","WH","School C",2030,"No","No","Yes","No",78,47.77,42,53.55,36,45.01,4,4,3,4,3,5,4,5,4,3,3,4,5,3,3,3,3,3,4,4,4,"3rd grade Teacher","soccer player","A photographer"
"DA5A41E2","M","HL","School C",2030,"No","No","Yes","No",64,8.21,33,7.31,31,16.02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,"Idk","Soccer player","Idk"
"D9CC338D","M","WH","School C",2030,"No","No","No","No",80,56.54,44,72.13000000000001,36,45.01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,"chef","electrician","McDonalds cashier"
"226F1E4E","M","WH","School C",2030,"No","No","No","No",78,47.77,42,53.55,36,45.01,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,"bihvnsjkn","bhjdcjbkfvjbvs","bhjasdvbkljdsvabhj"
"5830A4DB","F","WH","School F",2030,"No","No","No","No",81,60.150000000000006,42,53.55,39,65.12,4,3,4,3,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,"i don't know yet","i don't know yet","i don't know yet"
"93DDA065","M","WH","School F",2030,"No","No","No","No",74,30.53,39,29.99,35,36.480000000000004,4,4,3,3,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,4,4,"person that works outside","i dont know","i dont know"
"75589389","F","WH","School F",2030,"No","No","No","Yes",78,47.77,39,29.99,39,65.12,2,5,3,4,3,4,3,4,4,4,3,5,4,3,5,4,3,3,3,4,5,"Some sort of artist","Nurse","Musician"
"55887FA9","F","WH","School F",2030,"No","No","No","No",58,2.23,30,2.32,28,4.2299999999999995,1,1,1,4,3,3,2,5,1,5,4,2,1,3,4,5,1,3,2,4,3,"ghjk","fdgiuo","fghjk"
"FE817C5F","M","WH","School F",2030,"No","No","No","No",88,84.77,48,88.92999999999999,40,77.46,5,5,4,3,4,5,2,5,5,5,5,5,5,5,5,5,2,1,3,4,5,"crafts  man / carponder","game disiner","youtuber"
"CCCA3A6B","M","MR","School F",2030,"No","No","Yes","No",67,12.31,36,14.82,31,16.02,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,"yes","idk","idk"
"DA605DCD","F","WH","School F",2030,"No","No","No","No",71,21.21,41,45.56,30,12.07,3,4,3,4,5,4,4,4,3,3,4,3,4,3,4,4,2,2,1,3,4,"person","person","person"
"97C89813","M","WH","School D",2030,"No","No","Yes","No",87,82.67999999999999,43,62.019999999999996,44,90.64,3,4,3,4,3,5,1,5,5,5,5,4,4,4,4,4,5,5,4,5,5,"mechanic","foot ball player","idk"
"9F15C281","M","WH","School D",2030,"Yes","No","Yes","No",,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,
"A8135FF1","F","WH","School D",2030,"No","No","No","No",86,80.39,44,72.13000000000001,42,85.58,4,4,4,4,3,5,4,5,4,4,3,4,4,4,5,4,4,3,4,5,5,"Women's pro basketball player.","Model","Travel nurse"
"C9A200F0","M","WH","School E",2030,"No","No","No","No",78,47.77,43,62.019999999999996,35,36.480000000000004,3,4,3,4,4,5,4,4,3,5,4,3,5,4,4,4,2,3,2,3,5,"vet","zoo keeper","I don't know"
"9747DDAA","M","WH","School F",2030,"Yes","No","No","No",63,7.090000000000001,33,7.31,30,12.07,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"idk","idk","idk"
"B05BD27B","M","MR","School E",2030,"No","No","No","No",90,87.9,46,82.50999999999999,44,90.64,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,5,5,"An Olympian","An Engineer","idk"
"06BBF1E2","F","WH","School E",2030,"No","No","No","No",77,43.53,39,29.99,38,59.08,4,3,4,4,3,3,3,4,4,4,3,3,4,5,3,4,4,3,3,4,5,"Zoologist","Wildlife Biologist","Veternarian"
"2C5FC5EA","F","WH","School E",2030,"No","No","No","No",84,74.83,46,82.50999999999999,38,59.08,4,4,5,2,3,5,5,4,5,5,4,4,4,3,4,3,4,3,4,4,5,"Something related to math or psychology with good pay and possibly some writing on the side.","Someone who makes at least 80k a year.","I have no clue"
"E9957E22","M","WH","School C",2030,"No","No","No","No",89,86.16,46,82.50999999999999,43,88.21,4,4,3,4,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,5,5,"chief scout of the united kingdoms","zoologist","builder, construction worker"
"4F4CC982","F","WH","School E",2030,"No","No","No","No",66,11.200000000000001,37,18.72,29,6.17,3,2,4,3,4,4,3,4,3,4,3,4,4,2,3,3,2,2,2,4,3,"teacher","babysitter","stay at home mom"
"433B48D2","F","BL","School D",2030,"No","No","No","No",84,74.83,40,36.95,44,90.64,4,4,4,3,3,4,4,4,3,3,4,5,5,5,4,4,4,5,4,4,4,"surgeon","i don't know","model"
"FF0C24D6","M","WH","School A",2029,"No","No","No","No",73,26.77,39,29.99,34,30.03,4,2,4,3,4,3,4,4,4,3,4,4,5,4,4,3,2,2,2,4,4,"scientist","computer scientist","physicist"
"4B5C260D","M","WH","School F",2030,"No","No","Yes","No",80,56.54,44,72.13000000000001,36,45.01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,"mlb","pro fisher","basketball"
"64B60281","F","WH","School C",2030,"No","No","No","No",64,8.21,33,7.31,31,16.02,2,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,"McDonalds worker","taco bell worker","burger king worker"
"8A34C9E1","F","WH","School D",2030,"No","No","No","No",73,26.77,43,62.019999999999996,30,12.07,3,4,4,4,3,5,3,5,4,5,3,3,4,3,3,4,2,2,2,3,4,"Interior desinger","Event planner","Architect"
"79F6C2BE","F","HL","School E",2030,"No","No","No","No",72,23.919999999999998,39,29.99,33,24.62,4,3,4,3,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,4,3,"musician","fashion desiner","I would work a 9-5 job"
"59421207","F","HL","School C",2030,"No","No","No","No",95,93.60000000000001,50,92.75999999999999,45,93.13,4,5,5,4,5,5,5,5,4,4,4,4,5,5,4,5,5,4,3,5,5,"Writer, something with helping people, interior designer.","Writer or artist, maybe lawyer.","Not sure yet."
"B8056F47","F","WH","School C",2030,"No","No","No","No",103,98.19,54,98.29,49,97.5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,"pediatric oncologists","a pediatric nurse","cardio surgeon"
"6F593BB1","M","WH","School C",2030,"No","No","No","No",79,52.35999999999999,43,62.019999999999996,36,45.01,4,4,5,4,4,4,4,4,3,3,4,4,3,4,3,3,3,4,2,5,5,"anything that deals with lake, beach","a desighner","a builder"
"070152AD","F","WH","School C",2030,"No","No","No","No",77,43.53,36,14.82,41,81.97,3,4,4,3,5,4,3,4,2,3,1,4,5,5,5,5,3,3,2,4,5,"I'm completely sure","??","??"
"86CB157D","F","WH","School C",2030,"No","No","No","No",74,30.53,41,45.56,33,24.62,4,1,3,3,5,4,3,5,5,5,3,3,4,3,4,4,3,2,1,4,5,"Chef, Baker, musican","vet","privet chef"
"ADC35188","F","WH","School C",2030,"No","No","No","No",96,94.71000000000001,52,96.11,44,90.64,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,4,3,4,5,"Some type of therapist","Astronaught","idk"
"38906475","F","WH","School C",2030,"No","No","No","No",,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,
"B948C628","M","WH","School C",2030,"No","No","No","No",105,100,55,100,50,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"soccer player","stockbroker","McDonalds worker"
"9C181EF0","F","WH","School E",2030,"No","No","No","No",63,7.090000000000001,32,4.78,31,16.02,3,3,2,2,3,3,4,2,3,4,3,3,3,4,3,4,3,2,2,3,4,"Pediatrician","Psychiatrist","Legal Researcher"
"844D11E2","M","WH","School A",2029,"No","No","No","No",105,100,55,100,50,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"biomedical engineer","a electronic engineer","a engineer"
"96560372","M","WH","School C",2030,"No","No","No","No",77,43.53,40,36.95,37,51.800000000000004,4,4,4,1,3,4,5,4,4,4,3,4,4,5,4,4,4,2,2,4,4,"I have many ideas but am not absolutely sure. I will keep my options open. one idea I have is an astrophysicist","another is an actor.","some kind of game person. a programmer, designer, tester, music composer, or story writer."
"8F27E4D1","M","WH","School C",2030,"No","No","No","No",82,63.839999999999996,45,78.55,37,51.800000000000004,4,3,4,4,4,5,4,4,5,5,3,4,4,4,5,3,4,2,3,4,4,"Banker","urinary tract Docter","enginer"
"10237068","F","WH","School C",2030,"No","No","No","No",67,12.31,35,12.36,32,19.900000000000002,3,1,2,4,3,4,3,4,4,4,3,2,4,4,3,4,2,3,1,4,5,"ect.","ect.","ect."
"B2EDFF1D","M","BL","School C",2030,"No","No","No","No",75,34.839999999999996,39,29.99,36,45.01,3,3,5,4,4,4,4,4,2,2,4,4,4,4,4,4,4,3,2,3,4,"lawyer","a  contractor","lawyer"
"0E1D3337","M","WH","School E",2029,"No","No","Yes","No",95,93.60000000000001,51,94.67,44,90.64,5,5,5,4,5,5,5,5,5,5,2,3,5,3,5,5,5,5,3,5,5,"Particle physicist","Astrophysicist","Teacher"
"B7D224B1","F","WH","School A",2030,"No","No","No","No",70,18.29,36,14.82,34,30.03,3,3,4,4,2,4,4,5,2,4,1,3,4,3,3,3,3,3,3,4,5,"child therapist","elementary school teacher","I HAVE NO CLUE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"6E58565B","F","WH","School C",2030,"No","No","No","No",73,26.77,35,12.36,38,59.08,4,2,4,2,3,2,4,4,2,4,4,4,5,4,4,3,4,5,1,4,4,"I don't know","I don't know","I don't know"
"95A162A2","M","MR","School C",2030,"No","No","No","No",83,67.80000000000001,43,62.019999999999996,40,77.46,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"nfl","discord mod","youtuber"
"0213EE68","F","WH","School C",2030,"No","No","No","No",105,100,55,100,50,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"in sports medication","A dietitian","A therapist"
"4AD75C1D","F","WH","School C",2030,"No","No","No","No",86,80.39,46,82.50999999999999,40,77.46,5,4,4,4,3,5,3,4,5,5,4,4,4,4,4,4,5,4,2,4,5,"professional in marketing/business","Graphic Designer","Website Designer"
"CAC2DC83","M","WH","School E",2030,"No","No","No","No",76,38.87,41,45.56,35,36.480000000000004,3,5,4,5,3,4,3,5,3,2,4,3,3,4,3,3,4,3,3,5,4,"I can chose on my career path and focus on it.","A mechanical engineer or a technology  engineer","I can make video games."
"5B78EDC4","F","AS","School E",2030,"No","No","No","No",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
"B6CADD2D","F","WH","School C",2029,"No","No","No","No",85,78.44,45,78.55,40,77.46,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Interior Designer","party planner","stay at home mom"
"31509DB3","F","WH","School C",2030,"No","No","No","No",74,30.53,39,29.99,35,36.480000000000004,3,3,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4,3,2,3,4,"a person with a job","a person without a job","human"
"6E12E5C1","M","WH","School D",2030,"Yes","No","No","No",84,74.83,44,72.13000000000001,40,77.46,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"rizzler","sigma","baby gronk"
"258790F9","M","WH","School C",2029,"Yes","No","No","No",72,23.919999999999998,37,18.72,35,36.480000000000004,3,4,4,4,2,3,4,3,3,4,3,4,4,4,4,4,3,3,2,3,4,"engineer","architect","architect"
"D94467E5","M","WH","School C",2029,"No","No","No","No",84,74.83,44,72.13000000000001,40,77.46,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"a desk drummer","a surgeon","professional cornhole player"
"FEBE6586","F","HL","School D",2030,"No","No","No","No",74,30.53,38,24.45,36,45.01,2,3,3,4,4,4,3,4,3,4,4,4,4,4,3,5,2,3,2,5,4,"soccer player","soccer coach","volleyball player"
"96C37D70","F","HL","School D",2030,"Yes","No","No","No",84,74.83,43,62.019999999999996,41,81.97,3,4,4,4,4,4,4,5,4,3,4,5,5,4,4,5,5,2,3,4,4,"I intend to be a doctor for my occupation","if i cannot be that i intend to surgeon","if i cannot do either of those i intend to do anything involving those things"
"7C21C187","M","WH","School D",2030,"No","No","No","No",,,50,92.75999999999999,,,5,5,5,5,5,5,3,5,5,5,2,3,5,5,3,5,3,3,5,5,,,,
"60D3F9BB","F","WH","School D",2030,"No","No","No","No",69,15.790000000000001,38,24.45,31,16.02,4,3,3,3,3,4,4,3,4,3,4,3,2,3,3,4,3,3,3,4,3,"Unknown","multipotentialite","Feminist"
"C70072B3","M","WH","School C",2030,"No","No","No","No",92,89.5,46,82.50999999999999,46,94.8,5,5,4,4,4,3,4,4,5,5,3,5,5,4,4,5,4,5,5,4,5,"professional athlete","doctor","youtube golfer"
"A3756BF6","F","MR","School B",2030,"No","Yes","No","No",74,30.53,40,36.95,34,30.03,3,4,3,5,4,3,4,4,3,3,4,4,5,4,3,3,3,3,2,3,4,"idk","idk","idk"
"AF7E3E07","F","AS","School E",2030,"No","No","No","Yes",77,43.53,41,45.56,36,45.01,3,4,4,4,5,4,5,4,3,3,2,3,4,4,3,4,3,4,3,4,4,"organic or bio chemistry","volleyball player","soccer player"
"9FEF0F26","M","WH","School D",2030,"No","Yes","No","No",63,7.090000000000001,28,1.6400000000000001,35,36.480000000000004,3,1,2,3,5,1,3,4,3,1,2,3,5,4,5,4,3,1,3,3,4,"NOT YET IN 12TH GRADE","I DON'T KNOW, I HAVEN'T DECIDED YET","MINECRAFT"
"7B81BD5B","M","WH","School C",2030,"No","No","No","No",89,86.16,49,90.71000000000001,40,77.46,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,"Lawyer","doctor","business man."
"022C1A46","M","WH","School C",2029,"No","No","No","No",96,94.71000000000001,50,92.75999999999999,46,94.8,5,4,4,3,5,4,5,5,5,5,5,4,5,5,5,5,5,4,3,5,5,"Engineer/Scientist","Other technology or related field","idk"
"0D03500E","M","WH","School E",2030,"No","No","No","No",88,84.77,45,78.55,43,88.21,4,5,3,5,2,4,4,4,5,5,4,5,5,5,5,5,4,5,3,1,5,"Teacher","Mechanic","register worker"
"804D17F9","M","WH","School E",2030,"No","No","No","No",66,11.200000000000001,38,24.45,28,4.2299999999999995,3,4,3,4,3,4,5,3,3,3,3,3,3,5,3,3,1,3,1,3,3,"soldier","idk","idk"
"ED62C64B","M","WH","School E",2030,"No","No","No","No",93,90.96,48,88.92999999999999,45,93.13,5,4,5,3,5,4,4,4,4,5,5,5,5,5,5,5,4,5,3,4,4,"scientist of the car or the computer or the rocket or sometjing like that","a engineer of that same thing","soccer player"
"608E7EB6","F","WH","School E",2030,"No","No","No","No",81,60.150000000000006,43,62.019999999999996,38,59.08,4,5,2,3,4,4,5,5,3,5,3,5,5,3,5,4,3,2,2,4,5,"Aerospace Engineer","FBI agent","vet"
"FACEE862","M","MR","School C",2029,"No","No","No","No",79,52.35999999999999,43,62.019999999999996,36,45.01,4,4,4,3,4,4,4,5,4,4,3,4,4,4,4,4,4,2,2,4,4,"Aerospace Engineer for NASA","Software Engineer","Something with AI"
"D261D581","M","WH","School C",2030,"No","No","No","No",71,21.21,35,12.36,36,45.01,3,3,3,4,1,5,4,5,3,3,1,5,4,5,3,3,5,2,1,3,5,"lawyer","idk","idk"
"BF54BC31","F","MR","School C",2030,"No","No","No","No",82,63.839999999999996,42,53.55,40,77.46,5,4,3,3,4,4,4,5,3,4,3,5,4,3,4,5,4,3,2,5,5,"orthodonist or interior designer","orthodontist or interior designer","actress or pediatrition"
